archive	path	shape	source	rebuilt	lost
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintwoodroofmidtop02.nif	WHIntWoodRoofMidTop02:11	152	124	28
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintwoodwallwoodshortsupport01.nif	WHIntWoodWallWoodShortSupport01:64	56	28	28
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindclancruelsea.nif	tempwindclancruelsea:19	3946	3918	28
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindhjerim.nif	tempwindhjerim:19	1080	1052	28
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testquartergate.nif	testquartergate:2	218	190	28
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whgrayquarter04.nif	sadris03:38	839	811	28
Skyrim - Meshes0.bsa	meshes/clutter/carts/handcartcrate.nif	HandCartCrate:0	1330	1302	28
Skyrim - Meshes0.bsa	meshes/clutter/civilwar/civilwarrubble04.nif	CivilWarRubble04:2	626	598	28
Skyrim - Meshes0.bsa	meshes/clutter/civilwar/civilwarrubble04sol.nif	CivilWarRubble04Sol:2	626	598	28
Skyrim - Meshes0.bsa	meshes/clutter/containers/chest01/chest01.nif	Chest:0	236	208	28
Skyrim - Meshes0.bsa	meshes/clutter/dwemer/dwecog01.nif	DweCog:0	1070	1042	28
Skyrim - Meshes0.bsa	meshes/clutter/potions/potionfortifyskill01.nif	PotionFortifySkill01:0	442	414	28
Skyrim - Meshes0.bsa	meshes/clutter/upperclass/upperwardrobe01.nif	UpperWardrobe01:3	2696	2668	28
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinshallbgdoorframe02.nif	SERuinsHallBGDoorFrame02:6	346	318	28
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinsarchrubbles03.nif	SERuinsRubbles03_frag_42:6	1305	1277	28
Skyrim - Meshes0.bsa	meshes/dlc01/critters/ancestormothstaticcloud.nif	moth_c	482	454	28
Skyrim - Meshes0.bsa	meshes/dlc01/soulcairn/sc_mausoleumplatformarch03.nif	sc_mausoleumPlatformArch03:6	1399	1371	28
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2controlcube.nif	Gear06:2	253	225	28
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2controlcubeinv.nif	Gear06:2	253	225	28
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/apocrypha/platform/apoplatacorin01.nif	ApoPlatACorIn01:0	52	24	28
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/animated/dlc2dwecontrolcube/dlc2dwecontrolcube.nif	Gear06:1	253	225	28
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/animated/dlc2dwecontrolcube02/dlc2dwecontrolcube02.nif	Gear06:1	253	225	28
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/facades/dlc2dwefacadetower03.nif	DLC2DweFacadeTower03:43	224	196	28
Skyrim - Meshes0.bsa	meshes/dlc02/lod/ravenrock/dlc2rrbulwarktemp01_lod.nif	DLC2RRBulwarkTemp01_LOD:17	456	428	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/animated/dwecenturionambush/dwecenturionambush01.nif	Piston01:8	154	126	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/animated/dwecenturionambush/dwecenturionambush01.nif	Piston01:8	154	126	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/animated/dwecenturionambush/dwecenturionambush01.nif	Piston01:8	154	126	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/animated/dwecenturionambush/dwecenturionambush01.nif	Piston01:8	154	126	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/animated/dwecenturionambush/dwecenturionambush01.nif	Piston01:8	154	126	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/animated/dwecenturionambush/dwecenturionambush01.nif	Piston01:8	154	126	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/rubble/dwerubblepileceiling01.nif	Rubble16	237	209	28
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/rubble/dwerubblepileceiling02.nif	Rubble26	237	209	28
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/portculliskit/portimpgate01.nif	PortGatePole01:5	2766	2738	28
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/chambers/powerwordkrein.nif	letterStreaksIND123	1058	1030	28
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/exterior/dwellings/nordwelling02extbaseb.nif	Moss02	842	814	28
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/exterior/dwellings/nordwelling04extbaseb.nif	Moss02	842	814	28
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/exterior/walls/norextwallbgstairl01.nif	NorExtWallBgStairL01:28	320	292	28
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplongboatwreck02.nif	L1_Details:6	1602	1574	28
Skyrim - Meshes0.bsa	meshes/furniture/dwemer/dwefurniturebench01.nif	DweFurnitureBench01:11	196	168	28
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblenoblerack01.nif	NobleNobleRack01:1	864	836	28
Skyrim - Meshes1.bsa	meshes/lod/markarth/mrkfrontwallmain02ext_lod.nif	MrkFrontWallMain02Ext_LOD:0	864	836	28
Skyrim - Meshes1.bsa	meshes/traps/whiterundragontrap/whiterundragontrap01.nif	LeftChainGear01:1	1200	1172	28
Skyrim - Meshes1.bsa	meshes/traps/whiterundragontrap/whiterundragontrap01.nif	RightChainGear01:1	1200	1172	28
Skyrim - Meshes1.bsa	meshes/weapons/dawnbreaker/1stpersondawnbreaker.nif	BigGLow01:2	45	17	28
Skyrim - Meshes1.bsa	meshes/weapons/dawnbreaker/dawnbreaker.nif	BigGLow:2	45	17	28
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfaceuppertabledrawers01.nif	BYOHinterfaceUpperTableDrawers01:3	1024	997	27
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfaceuppertabledrawersdisplay01.nif	BYOHinterfaceUpperTableDrawersDisplay01:3	1024	997	27
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfaceuppertabledrawersdisplay02.nif	BYOHinterfaceUpperTableDrawersDisplay02:3	1024	997	27
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaysmend02.nif	HHLgBaySmEnd02:16	44	17	27
Skyrim - Meshes0.bsa	meshes/architecture/riften/goldenglowestate01.nif	GoldenGlowEstate01:2	148	121	27
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroombasement/rifrmsmbasewall01.nif	RifRmSmBaseWall01:11	286	259	27
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomfirst/rifrmsmfirstcustom01.nif	RifRmSmFirstCustom01:1	714	687	27
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomfirst/rifrmsmfirstwall01.nif	RifRmSmFirstWall01:1	286	259	27
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomkeep/rifrmsmkeepwall01.nif	RifRmSmKeepWall01:1	286	259	27
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtnorthgate01.nif	RTNorthGate01:1	1264	1237	27
Skyrim - Meshes0.bsa	meshes/architecture/solitude/cwtower01.nif	base:21	1075	1048	27
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfwalsol04.nif	SLgFWalSol04:25	260	233	27
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/ssmacorsol05.nif	SSmACorSol05:2	308	281	27
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sbits and pieces.nif	SBits and PiecesMehs:1	4566	4539	27
Skyrim - Meshes0.bsa	meshes/architecture/solitude/smaingate.nif	SGate:21	3018	2991	27
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovmeadhall01.nif	SOVMeadHall01:2	611	584	27
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrbuildings/wrbridge01.nif	WRBridge01:2	494	467	27
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintcastlewalldoublehighcor01.nif	WRIntCastleWallDoubleHighCor01:55	132	105	27
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrdunintarch768grate.nif	WRDunIntArch768Grate:48	78	51	27
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrprisoncellfloorgrate01blocked.nif	WRPrisonCellFloorGrate01Blocked:38	329	302	27
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrtemple/wrtempintpromarchroof01.nif	WRTempIntPromArchRoof01:41	228	201	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindbloodworks.nif	tempwindbloodworks:19	694	667	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindbrunwulf.nif	tempwindbrunwulf:19	694	667	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindhousedead.nif	tempwindhousedead:19	694	667	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindnewgnisis.nif	tempwindnewgnisis:19	694	667	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindniryane.nif	tempwindniryane:19	694	667	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindwhitephial.nif	tempwindwhitephial:19	694	667	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testroof2delete.nif	WHBrunwulf:17	480	453	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whbrunwulf.nif	WHBrunwulf:17	471	444	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclancruelsea.nif	WHclancruelsea:12 - L2_details:12	915	888	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclancruelseadestroyed.nif	WHclancruelseaDestroyed:12 - L2_details:12	915	888	27
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whprisonwallcap01.nif	WHprisonwallcap01:4	511	484	27
Skyrim - Meshes0.bsa	meshes/clutter/common/commoncountercorner01.nif	CommonCounterCorner01:0	976	949	27
Skyrim - Meshes0.bsa	meshes/critters/crittermarkersmall.nif	EditorMarker	730	703	27
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/dlc1house/interface/byohinterfaceuppertabledrawers01.nif	BYOHinterfaceUpperTableDrawers01:3	1022	995	27
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/dlc1house/interface/byohinterfaceuppertabledrawersdisplay01.nif	BYOHinterfaceUpperTableDrawersDisplay01:3	1022	995	27
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	ColumnToppers_Elements4:1	720	693	27
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_holedrop03.nif	Plane06_frag_36:0	164	137	27
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsrmceiling01.nif	SERuinsRmCeiling01:1	124	97	27
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/chauruscocoon/chauruscocoondest.nif	BaseMesh:0	1933	1906	27
Skyrim - Meshes0.bsa	meshes/dlc01/dungeons/castle/rubble/casrubblepileceiling01.nif	Rubble16	237	210	27
Skyrim - Meshes0.bsa	meshes/dlc01/dungeons/castle/rubble/casrubblepileceiling02.nif	Rubble26	237	210	27
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/dlc2smelter.nif	WeaponStaff:0	72	45	27
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/rrruinstemp02.nif	RRRuinsTemp02:1	536	509	27
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/clutter/dlc2nchardakconsole.nif	DweConsole:2	174	147	27
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/rubble/norrubblepileceiling01.nif	Rubble16	237	210	27
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/rubble/norrubblepileceiling02.nif	Rubble26	237	210	27
Skyrim - Meshes0.bsa	meshes/dungeons/riften/thievesguild/riftenrwtghqmain01.nif	Alpha:3	132	105	27
Skyrim - Meshes0.bsa	meshes/dungeons/riften/thievesguild/riftenrwtghqmain01.nif	Floor:3	132	105	27
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplarge01anim01.nif	REF_ATTACH_NODE:5	5595	5568	27
Skyrim - Meshes0.bsa	meshes/dungeons/ship/shiplargeanim01.nif	REF_ATTACH_NODE:5	5595	5568	27
Skyrim - Meshes0.bsa	meshes/effects/greybeardwords/fxgreybeardshoutdah.nif	Object13	620	593	27
Skyrim - Meshes0.bsa	meshes/effects/greybeardwords/fxgreybeardshoutnah.nif	letterStreaks05:0	211	184	27
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrhub1stflwallf01.nif	BYOHBYOHWRhub1stFLWallF01:10	74	48	26
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghskchimney01.nif	BYOHBYOHWRlonghsKChimney01:3	252	226	26
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrporchkint01.nif	BYOHBYOHWRporchKINT01:10	120	94	26
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerkext01.nif	BYOHBYOHWRtowerKEXT01:34	936	910	26
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfaceupperbeddouble01.nif	BYOHinterfaceUpperBedDouble01:3	922	896	26
Skyrim - Meshes0.bsa	meshes/actors/character/facegendata/facegeom/skyrim.esm/000d5046.nif	MaleHeadArgonian	1219	1193	26
Skyrim - Meshes0.bsa	meshes/actors/character/facegendata/facegeom/skyrim.esm/00106118.nif	MaleHeadArgonian	1219	1193	26
Skyrim - Meshes0.bsa	meshes/actors/dlc02/spider_poison/characterassets/spidercrumbleexplosionflame.nif	fireSpiderBit00:0	879	853	26
Skyrim - Meshes0.bsa	meshes/actors/dlc02/spider_poison/characterassets/spidercrumbleexplosionfrost.nif	fireSpiderBit34:0	879	853	26
Skyrim - Meshes0.bsa	meshes/actors/dlc02/spider_poison/characterassets/spidercrumbleexplosionpoison.nif	fireSpiderBit14:0	879	853	26
Skyrim - Meshes0.bsa	meshes/actors/dlc02/spider_poison/characterassets/spidercrumbleexplosionshock.nif	fireSpiderBit44:0	879	853	26
Skyrim - Meshes0.bsa	meshes/actors/dlc02/spider_poison/characterassets/spidercrumbleexplosionzombie.nif	fireSpiderBit24:0	879	853	26
Skyrim - Meshes0.bsa	meshes/actors/dlc02/spider_poison/characterassets/spiderexplosionflame.nif	fireSpiderBit00:0	879	853	26
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhfirepit.nif	HHFirePit:0	135	109	26
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgromstrsol02.nif	HHLGRomStrSol02:3	456	430	26
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdoor01.nif	BronzeRegDoorL:6	442	416	26
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkkeepfacade05.nif	MrkKeepFacade05:60	1233	1207	26
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomfirst/rifrmsmfirstcustom01.nif	RifRmSmFirstCustom01:38	208	182	26
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondwall01.nif	RifRmSmSecondWall01:38	44	18	26
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondwallwin01.nif	RifRmSmSecondWallWin01:38	44	18	26
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglewall01.nif	RifRmSmSingleWall01:38	44	18	26
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglewallwin01.nif	RifRmSmSingleWallWin01:38	44	18	26
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtcanalsl01.nif	RTCanalsL01:10	431	405	26
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtfishery01.nif	RTFishery01:20	56	30	26
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object62:8	272	246	26
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object60:8	1400	1374	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/clutter/smarketstalltop.nif	SMarketStallTop:40	1248	1222	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgctoedor01.nif	SLgCtoEDor01:0	133	107	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfflosol02.nif	SLgFFloSol02:8	114	88	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdctocdor02.nif	SMdCtoCDor02:1	244	218	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdctoedor01.nif	SMdCtoEDor01:13	376	350	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdctoedor02.nif	SMdCtoEDor02:13	376	350	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smddarchconext01.nif	SMdDArchConExt01:10	401	375	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfwalsol03.nif	SMdFWalSol03:25	98	72	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/ssmacorsol02.nif	SSmACorSol02:2	422	396	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/ssmacorsol04.nif	SSmACorSol04:2	422	396	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/seastempireco.nif	Base:21	1240	1214	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sevette san house.nif	window03:1	208	182	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/spatiowall02.nif	SPatioWall02:2	490	464	26
Skyrim - Meshes0.bsa	meshes/architecture/solitude/spatiowall03.nif	SPatioWall03:2	492	466	26
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovdoorshortr.nif	DoorShortR:12	1008	982	26
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintstrwinl.nif	SOVintStrWinL_piece01:10	42	16	26
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrbuildings/wrhouseshack01destroyed.nif	WRHouseShack01Destroyed:17	472	446	26
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrcitywalls/wrwallgatetartrap01.nif	WRWallGateTarTrap01:48	1224	1198	26
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintcastleceilingstoneopen013cap.nif	WRIntCastleCeilingStoneOpen013cap:20	301	275	26
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintdragonroomarch01.nif	WRIntDragonRoomArch01:54	450	424	26
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintdragonroomarch02.nif	WRIntDragonRoomArch02:54	450	424	26
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrdunintstr01doublehighalcove.nif	WRDunIntStr01DoubleHighAlcove:42	226	200	26
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrterrain/wrcastlestairs01.nif	WRCastleStairs01:48	301	275	26
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/docks/whintdockwallstonewindow03.nif	WHIntDockWallStoneWindow03:68	96	70	26
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/gray quarter/whintwoodwallstonewindowgq03.nif	WHIntWoodWallStoneWindowGQ03:68	96	70	26
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintwoodwallstonewindow03.nif	WHIntWoodWallStoneWindow03:68	96	70	26
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testroof2delete.nif	WHBrunwulf:21	288	262	26
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/whgrayquarter.nif	sadris:37	1093	1067	26
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whinnerwall02.nif	WHinnerwall02:5	332	306	26
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whouterwall3.nif	WHouterwall3:5	605	579	26
Skyrim - Meshes0.bsa	meshes/clothes/monk/fxmonkvariant2.nif	Circle06	46	20	26
Skyrim - Meshes0.bsa	meshes/clothes/wench/wenchoutfitf_0.nif	FemaleUnderwearBody	1297	1271	26
Skyrim - Meshes0.bsa	meshes/clutter/common/cauldronempty.nif	CauldronEmpty:0	972	946	26
Skyrim - Meshes0.bsa	meshes/clutter/common/commonshelf04open.nif	CommonShelf04Open:0	622	596	26
Skyrim - Meshes0.bsa	meshes/clutter/glazedcup01.nif	GlazedCup01:5	280	254	26
Skyrim - Meshes0.bsa	meshes/clutter/upperclass/upperendtable02.nif	UpperEndTable02:3	645	619	26
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsdoor01.nif	DoorLeft01:5	291	265	26
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinshallbgdoorframe01.nif	SERuinsHallBGDoorFrame01:6	320	294	26
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinstempledeck01.nif	UpperRailing:4	1688	1662	26
Skyrim - Meshes0.bsa	meshes/dlc01/dungeons/castle/exterior/casextbacklefttower01.nif	CasExtBackLeftTower01:2	896	870	26
Skyrim - Meshes0.bsa	meshes/dlc01/furniture/snowelf/setable01.nif	SETable01:6	140	114	26
Skyrim - Meshes0.bsa	meshes/dlc01/soulcairn/sc_mausoleumtowercap01.nif	sc_mausoleumTowerCap01:6	2485	2459	26
Skyrim - Meshes0.bsa	meshes/dlc01/traps/bellowtrap/bellowtrap.nif	BellowTrapMesh	617	591	26
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/bulwark/rrbulwarklower01.nif	RRBulwarkLower01:4	110	84	26
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2controlcube.nif	Gear05:2	251	225	26
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2controlcubeinv.nif	Gear05:2	251	225	26
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2matze1.nif	DLC2Matze:3	298	272	26
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/apocrypha/exterior/controlring/apocontrolring01.nif	ApoControlRing01:2	731	705	26
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/apocrypha/platform/apoplatafront01.nif	ApoPlatAFront01:0	42	16	26
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/animated/dlc2dwecontrolcube/dlc2dwecontrolcube.nif	Gear05:1	251	225	26
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/animated/dlc2dwecontrolcube02/dlc2dwecontrolcube02.nif	StandTop:3	1447	1421	26
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/lgrooms/dlc2dwermlgwallcorinx2.nif	DLC2DweRmLgWallCorInX2:2	1214	1188	26
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/lgrooms/dlc2dwermlgwallmidwall02.nif	DLC2DweRmLgWallMidWall02:2	1098	1072	26
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/lgrooms/dwermlgwallmidwall02.nif	DweRmLgWallMidWall02:2	3598	3572	26
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/pipes/dwepipegearassemblyextraccw01.nif	Gear22:8	1764	1738	26
Skyrim - Meshes0.bsa	meshes/dungeons/ship/katariah/shipkatariahtrapdoorladder01.nif	ShipKatariahTrapdoorLadder01:15	1344	1318	26
Skyrim - Meshes0.bsa	meshes/effects/greybeardwords/fxgreybeardshoutfus.nif	FusEmitLetters:0	348	322	26
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblebedsingle01.nif	NobleBedSingle01:2	1621	1595	26
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblesideboard01.nif	NobleSideBoard01:1	875	849	26
Skyrim - Meshes1.bsa	meshes/lod/highhrothgar/highhrothgarentrance01_lod_2.nif	HighHrothgarEntrance01_Lod_2:1	190	164	26
Skyrim - Meshes1.bsa	meshes/lod/ships/shiplargekatariah01_lod.nif	ShipLargeKatariah01_LOD:30	1003	977	26
Skyrim - Meshes1.bsa	meshes/lod/whiterun/wrhousestables01_lod_2.nif	WRHouseStables01_LOD_2:0	820	794	26
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghsrbeams01.nif	BYOHBYOHWRlonghsRBeams01:10	270	245	25
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfacenobletablesquarechairs01.nif	BYOHinterfaceNobleTableSquareChairs01:0	722	697	25
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohwrintrfaceroof01.nif	BYOHWRintrfaceRoof01:15	90	65	25
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/farmhouse01.nif	Farmhouse01:19	236	211	25
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylentrance01b.nif	HHLgBayLEntrance01b:16	51	26	25
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaysmend01.nif	HHLgBaySmEnd01:16	42	17	25
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktempledome01.nif	MrkTempleDome01:55	428	403	25
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroombasement/rifrmsmbasewall01.nif	RifRmSmBaseWall01:38	72	47	25
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroombasement/rifrmsmbasewallcrypt01.nif	RifRmSmBaseWallCrypt01:38	72	47	25
