archive	path	shape	source	rebuilt	lost
Skyrim - Meshes0.bsa	meshes/actors/frostbitespider/character assets/frostbitespidercold.nif	S_Hiars01Reduced	2619	2618	1
Skyrim - Meshes0.bsa	meshes/actors/wisp/testwisp.nif	EmitGeoStrips:0	88	87	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/basement/farmbwellent01.nif	FarmBWellEnt01:16	52	51	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/basement/farmhousejaildoor01.nif	JailDoor01:7	464	463	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmint2doorway02nodoor.nif	FarmInt2Doorway02:1	232	231	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmint2doorway03.nif	FarmInt2Doorway03:1	232	231	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmint2end01.nif	FarmInt2End01:5	2488	2487	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmintdoorway01.nif	FarmIntDoorway01:16	112	111	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmintwallhearth01.nif	FarmIntWallHearth01:1	207	206	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmintwallhearth02.nif	FarmIntWallHearth02:1	220	219	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmintwoodend01.nif	FarmIntWoodEnd01:6	155	154	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewall01.nif	Stonewall01:1	665	664	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewall01ivy.nif	Stonewall01Ivy:1	666	665	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewallendr01.nif	StonewallEndR01:1	558	557	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewallendr01ivy.nif	StonewallEndR01Ivy:1	558	557	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewalllong01.nif	StonewallLong01:1	2114	2113	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewallterracecorner01.nif	StonewallTerraceCorner01:1	2606	2605	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewallterraceendl01.nif	StonewallTerraceEndL01:1	1395	1394	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewallterracelong01.nif	StonewallTerraceLong01:1	1587	1586	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewallterracelong02.nif	StonewallTerraceLong02:1	1894	1893	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/stonewall/stonewallterracerampup01.nif	StonewallTerraceRampUp01:1	1587	1586	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/walkway/walkwaycwallgate01.nif	WalkwayCWallGate01:1	309	308	1
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/walkway/walkwaycwallgate02.nif	WalkwayCWallGate02:1	256	255	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayend.nif	HHLgBayEnd:1	266	265	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayl01.nif	HHLgBayL01:3	168	167	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylangle.nif	HHLgBayLAngle:12	671	670	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylangle.nif	HHLgBayLAngle:7	128	127	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylendlb.nif	HHLgBayLEndLb:0	199	198	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylendr.nif	HHLgBayLEndR:11	329	328	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylentrance01a.nif	HHLgBayLEntrance01a:1	25	24	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylentrance01b.nif	HHLgBayLEntrance01b:3	94	93	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylentrance01b.nif	HHLgBayLEntrance01b:1	36	35	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayr02.nif	HHLgBayR02:11	331	330	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrangle.nif	HHLgBayRAngle:12	674	673	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrendl.nif	HHLgBayREndL:11	329	328	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrendr.nif	HHLgBayREndR:11	329	328	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrendrb.nif	HHLgBayREndRb:1	76	75	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrentrance01b.nif	HHLgBayREntrance01b:11	300	299	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrentrance01b.nif	HHLgBayREntrance01b:1	27	26	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrentrance02.nif	HHLgBayREntrance02:11	180	179	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaysecondl01.nif	HHLgBaySecondL01:13	12	11	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaysecondr01.nif	HHLgBaySecondR01:13	12	11	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaysmcon01.nif	HHLgBaySmCon01:3	343	342	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaysmcon02.nif	HHLgBaySmCon02:3	343	342	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaywincover01.nif	HHLgBayWinCover01:3	75	74	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgromcorsol01.nif	HHLGRomCorSol01:7	61	60	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgromcorsol02.nif	HHLGRomCorSol02:7	61	60	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhall01.nif	HHMainHall01:0	95	94	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhall02.nif	HHMainHall02:0	95	94	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallbe01.nif	HHMainHallBE01:1	277	276	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallbe02.nif	HHMainHallBE02:1	271	270	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallcon01.nif	HHMainHallCon01:17	1717	1716	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallcon02.nif	HHMainHallCon02:17	1716	1715	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallfe01.nif	HHMainHallFE01:1	491	490	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhalllgbaycon01.nif	HHMainHallLgBayCon01:2	121	120	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhalllgbaycon02.nif	HHMainHallLgBayCon02:2	121	120	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgartower01.nif	HHMainEntrance09:3	586	585	1
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgartowerfloor.nif	Steps01:7	384	383	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/civilwar/dwecivwarbridgelft01.nif	DweCivWarBridgeLft01:1	568	567	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/markarthdwarftower01city.nif	MarkarthDwarfTower01City:47	573	572	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/markarthsilverfishinn01.nif	MarkarthSilverfishInn01:49	184	183	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkarnleiftrading01.nif	MrkArnleifTrading01:49	144	143	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdocksidebridge02.nif	MrkDocksideBridge02:59	100	99	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdocksidebridge02colms02.nif	MrkDocksideBridge02Colms02:56	218	217	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdocksidegallows04.nif	MrkDocksideGallows04:1	2494	2493	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwalldam01int.nif	MrkFrontWallDam01Int:58	81	80	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwalldamsteps01int.nif	MrkFrontWallDamSteps01Int:54	102	101	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallintbldg02b.nif	MrkFrontWALLintBldg02b:54	37	36	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallmain01int.nif	MrkFrontWallMain01Int:0	94	93	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallmain02ext.nif	MrkFrontWallMain02Ext:57	624	623	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallmain02ext.nif	MrkFrontWallMain02Ext:54	849	848	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallmain02ext.nif	MrkFrontWallMain02Ext:6	94	93	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallmain02extw01.nif	MrkFrontWallMain02ExtW01:47	185	184	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkhousingplayerslod.nif	MrkHousingPlayersLOD:46	304	303	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkkeepfacade04.nif	MrkKeepFacade04:55	236	235	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkkeepsteps01a.nif	MrkKeepSteps01a:47	926	925	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkkeepsteps01b.nif	MrkKeepSteps01b:47	410	409	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkkeepwalk02.nif	MrkKeepWalk02:47	55	54	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrklogrolfshouse01.nif	MrkLogrolfsHouse01:11	122	121	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkmillbase01.nif	MrkMillBase01:58	213	212	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkogmundshouse01.nif	MrkOgmundsHouse01:48	133	132	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktempledome01.nif	MrkTempleDome01:56	365	364	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktempledoorl01.nif	MrkTempleDoorL01:11	60	59	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktempledoorr01.nif	MrkTempleDoorR01:11	51	50	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemplen01.nif	MrkTempleN01:55	85	84	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemplen02.nif	MrkTempleN02:55	76	75	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemplen02.nif	MrkTempleN02:14	428	427	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemplen03.nif	MrkTempleN03:14	150	149	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemplen03.nif	MrkTempleN03:11	419	418	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemples01.nif	MrkTempleS01:13	25	24	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemples01.nif	MrkTempleS01:6	49	48	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemples02.nif	MrkTempleS02:20	157	156	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemples02.nif	MrkTempleS02:14	428	427	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktemples03.nif	MrkTempleS03:55	38	37	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktreasury01.nif	MrkTreasury01:57	48	47	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrktreasury01.nif	MrkTreasury01:55	481	480	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkwarrenscliffs04.nif	MrkWarrensCliffs04:52	104	103	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkwarrenscliffs05.nif	MrkWarrensCliffs05:52	41	40	1
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkwizardstower01.nif	MrkWizardsTower01:55	409	408	1
Skyrim - Meshes0.bsa	meshes/architecture/orclonghouse/orclonghouseinterior01.nif	OrcLonghouseInterior01:10	114	113	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/bigroomkeep/rifrmbgkeepcorin01.nif	RifRmBgKeepCorIn01:23	234	233	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroombasement/rifrmsmbasecorincrypt01a.nif	RifRmSmBaseCorInCrypt01A:10	232	231	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroombasement/rifrmsmbasecorincrypt01b.nif	RifRmSmBaseCorInCrypt01B:10	232	231	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtfarmhouse01.nif	RTFarmhouse01:23	148	147	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtfarmhouse02.nif	RTFarmhouse02:23	148	147	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/rthaelgasbunkhouse01.nif	RTHaelgasBunkhouse01:3	102	101	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtmarketstalldoor01.nif	StallDoor01:34	54	53	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtmeadery02.nif	RTMeadery02:3	244	243	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtmercerdeckf01.nif	RTMercerDeckF01:1	416	415	1
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtplaza01.nif	RTPlaza01:32	312	311	1
Skyrim - Meshes0.bsa	meshes/architecture/shackkit/shackwallr01.nif	ShackWallR01:31	42	41	1
Skyrim - Meshes0.bsa	meshes/architecture/shackkit/shackwalltop01.nif	ShackWallTop01:31	27	26	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/clutter/skyhaventmpextplatexsmfree01.nif	SkyHavenTmpExtPlatExSmFree01:11	273	272	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object101:2	80	79	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object95	2159	2158	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object92	2517	2516	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object74:9	464	463	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object73	1302	1301	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object68:9	464	463	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object67:9	476	475	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object60:9	464	463	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object23	26	25	1
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhaventempletemplayout01.nif	Object16:2	210	209	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/clutter/sgrate01.nif	SGrate01:21	144	143	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/sdoorjail01.nif	Door Left:29	424	423	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/sgatedoor.nif	SGateDoorRight:39	840	839	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/shousedoor02.nif	Door knob and lock	370	369	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/shousedoor03.nif	Door knob and lock	370	369	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/shouseintdoor02.nif	Door knob and lock	370	369	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/shouseintdoor02load.nif	Door knob and lock	370	369	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/slgdoor01.nif	SGateDoorRight01:39	788	787	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/slgdoor01.nif	SGateDoorLeft01:39	678	677	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/doors/ssingledoorintjail01r.nif	Door knob01:29	202	201	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/farms/sfarmhouse01.nif	SFarmhouse01:18	638	637	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/farms/sfarmhousesilo.nif	SFarmhouseSiloMesh:35	80	79	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/farms/slighthouse01.nif	Inside vaults01:3	90	89	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/fireplace01.nif	Fireplace01:36	70	69	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/sarchstra.nif	SArchStrA:1	1209	1208	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/simpsecrethalway02.nif	Alpha02	572	571	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcdome01.nif	_S:1	84	83	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcwalwin02.nif	SLgCWalWin02:2	130	129	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcwalwin04.nif	SLgCWalWin04:2	172	171	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfarchcap01.nif	SLgFArchCap01:26	129	128	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfarchcor02.nif	SLGFArchCor02:5	106	105	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfstasol04.nif	SLgFStaSol04:5	88	87	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfwalsol05.nif	SLgFWalSol05:25	245	244	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdaceicon01.nif	SMDACeiCon01:4	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdadorint03.nif	SMdADorInt03:4	75	74	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdaentsol01.nif	SMdAEntSol01:5	21	20	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdaentsol02.nif	SMdAEntSol02:5	28	27	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	socalo02:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	socalo01:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	XXXXXX16:2	304	303	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	walls	98	97	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	XXXXXX17	277	276	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	socalo:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	SMdAStaSol02:4	79	78	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	socalo06:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	XX03:0	52	51	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	socalo04:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	SMdCWallInt06:0	25	24	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	XXXXXX21:2	302	301	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	XXXXXX18	273	272	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	socalo03:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	XX06:2	208	207	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	socalo09:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	SMdCWallInt24:0	25	24	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	XXXXXX24:2	302	301	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	XXXXXX22	273	272	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	socalo08:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	socalo05:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	SMDACeiCon03:1	9	8	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	SMDACeiCon07:1	9	8	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	cORNER COL:2	238	237	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Staris wall 01zzzzzz03:2	121	120	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Staris wall 01zzzzzz02:2	298	297	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Staris wall 01zzzzzz02:0	83	82	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Object09:2	194	193	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Object09:1	135	134	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Object09:0	55	54	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Staris wall 01zzzzzz01:2	585	584	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Staris wall 01zzzzzz01:0	148	147	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	Staris Column01:2	406	405	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	cORNER COL:2	238	237	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol04.nif	cORNER COL08:2	233	232	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol04.nif	Staris Column thru05:2	327	326	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol04.nif	Staris Column thru04:2	387	386	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol04.nif	Staris wall 01zzzzzz08:2	585	584	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol04.nif	Staris wall 01zzzzzz08:1	272	271	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol04.nif	Staris wall 01zzzzzz08:0	148	147	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol04.nif	cORNER COL08:2	233	232	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdatomdb03.nif	SMdAtoMdB03:4	16	15	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdatomdc01.nif	SMdAtoMdC01:2	466	465	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdatracon01.nif	SMdATraCon01:4	65	64	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdatracon02.nif	SMdATraCon02:2	27	26	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdawallsol01.nif	SMdAWallSol01:1	16	15	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbcolsol01.nif	SMdBColSol01:2	556	555	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbctofdor01.nif	SMdBCtoFDor01:4	14	13	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbctofdor01.nif	SMdBCtoFDor01:1	528	527	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbdorint01.nif	SMdBDorInt01:2	236	235	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbdorint02.nif	SMdBDorInt02:1	806	805	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbdorint03.nif	SMdBDorInt03:2	248	247	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdcbarcor01.nif	SMdCBarCor01:21	64	63	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdcbarcor01.nif	SMdCBarCor01:1	67	66	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdccolcor01.nif	SMdCColCor01:5	266	265	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdccolcor01.nif	SMdCColCor01:1	136	135	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdccolcor02.nif	SMdCColCor02:5	208	207	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdccolcor02.nif	SMdCColCor02:1	106	105	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdccolcor03.nif	SMdCColCor03:2	222	221	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdccolend01.nif	SMdCColEnd01:1	72	71	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdcwallint03.nif	SMdCWallInt03:1	48	47	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdcwinsol05.nif	SMdCWinSol05:1	189	188	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smddentsol01.nif	SMdDEntSol01:1	134	133	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smddwinsol01.nif	SMdDWinSol01:5	18	17	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdecolsol01.nif	SMdEColSol01:11	96	95	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdefireplace01.nif	SMdEFireplace01:12	26	25	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdefireplace01.nif	SMdEFireplace01:9	257	256	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol01.nif	3:11	240	239	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol01.nif	5:12	75	74	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol03.nif	SMdEStaSol03:12	27	26	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol04.nif	SMdEStaSol04:12	27	26	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfarchcell01.nif	SMdFArchCell01:2	96	95	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfarchcell02.nif	SMdFArchCell02:28	68	67	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfarchcell02.nif	SMdFArchCell02:2	96	95	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfarchcor02.nif	SMdFArchCor02:5	162	161	1
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfentsol01.nif	SMdFEntSol01:26	241	240	1
